City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Hailar,CN,49.2,119.7,-9.47,93,6,3.69,clear sky
698,Cooma,AU,-36.2333,149.1333,65.75,83,83,10.2,light rain
699,Rundu,NA,-17.9333,19.7667,72.59,65,97,9.53,overcast clouds
700,Great Falls,US,47.5002,-111.3008,29.68,85,0,12.66,clear sky
701,Urumqi,CN,43.801,87.6005,9.55,79,10,4.47,mist
702,Ikongo,MG,-21.8833,47.4333,80.85,59,100,4.36,overcast clouds
703,Cuamba,MZ,-14.8031,36.5372,74.21,87,97,2.64,moderate rain
704,Bosilegrad,RS,42.5011,22.4724,48.18,57,100,2.86,overcast clouds
705,Darnah,LY,32.767,22.6367,59.49,67,0,6.42,clear sky
706,Porto Murtinho,BR,-21.6989,-57.8825,73.51,96,97,2.35,overcast clouds
